,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,winner_team,goal_difference
304,1911-12-17,Germany,Hungary,1,4,Friendly,Munich,Germany,False,Hungary,3
305,1912-01-28,France,Belgium,1,1,Friendly,Saint-Ouen,France,False,Draw,0
306,1912-02-10,Northern Ireland,England,1,6,British Championship,Dublin,Ireland,False,England,5
307,1912-02-18,France,Switzerland,4,1,Friendly,Saint-Ouen,France,False,France,3
308,1912-02-20,Belgium,Switzerland,9,2,Friendly,Antwerp,Belgium,False,Belgium,7
309,1912-03-02,Scotland,Wales,1,0,British Championship,Edinburgh,Scotland,False,Scotland,1
310,1912-03-10,Belgium,Netherlands,1,2,Friendly,Antwerp,Belgium,False,Netherlands,1
311,1912-03-11,Wales,England,0,2,British Championship,Wrexham,Wales,False,England,2
312,1912-03-16,Northern Ireland,Scotland,1,4,British Championship,Belfast,Ireland,False,Scotland,3
313,1912-03-17,Italy,France,3,4,Friendly,Turin,Italy,False,France,1
314,1912-03-23,Scotland,England,1,1,British Championship,Glasgow,Scotland,False,Draw,0
315,1912-03-24,Netherlands,Germany,5,5,Friendly,Zwolle,Netherlands,False,Draw,0
316,1912-04-13,Wales,Northern Ireland,2,3,British Championship,Cardiff,Wales,False,Northern Ireland,1
317,1912-04-14,Hungary,Germany,4,4,Friendly,Budapest,Hungary,False,Draw,0
318,1912-04-28,Netherlands,Belgium,4,3,Friendly,Dordrecht,Netherlands,False,Netherlands,1
319,1912-05-05,Austria,Hungary,1,1,Friendly,Vienna,Austria,False,Draw,0
320,1912-05-05,Switzerland,Germany,1,2,Friendly,St. Gallen,Switzerland,False,Germany,1
321,1912-06-16,Norway,Sweden,1,2,Friendly,Kristiania,Norway,False,Sweden,1
322,1912-06-20,Sweden,Hungary,2,2,Friendly,Gothenburg,Sweden,False,Draw,0
323,1912-06-23,Norway,Hungary,0,6,Friendly,Kristiania,Norway,False,Hungary,6
324,1912-06-27,Sweden,Finland,7,1,Friendly,Solna,Sweden,False,Sweden,6
325,1912-07-03,Norway,Russia,2,1,Friendly,Stockholm,Sweden,True,Norway,1
326,1912-07-12,Russia,Hungary,0,9,Friendly,Moscow,Russia,False,Hungary,9
327,1912-07-14,Russia,Hungary,0,12,Friendly,Moscow,Russia,False,Hungary,12
328,1912-08-15,Uruguay,Argentina,2,0,Copa Lipton,Montevideo,Uruguay,False,Uruguay,2
329,1912-08-25,Uruguay,Argentina,3,0,Copa Premio Honor Uruguayo,Montevideo,Uruguay,False,Uruguay,3
330,1912-09-22,Argentina,Uruguay,0,1,Copa Premio Honor Argentino,Buenos Aires,Argentina,False,Uruguay,1
331,1912-10-06,Argentina,Uruguay,3,3,Copa Newton,Avellaneda,Argentina,False,Draw,0
332,1912-10-06,Denmark,Germany,3,1,Friendly,Copenhagen,Denmark,False,Denmark,2
333,1912-11-03,Hungary,Austria,4,0,Friendly,Budapest,Hungary,False,Hungary,4
334,1912-11-03,Sweden,Norway,4,2,Friendly,Gothenburg,Sweden,False,Sweden,2
335,1912-11-17,Germany,Netherlands,2,3,Friendly,Leipzig,Germany,False,Netherlands,1
336,1912-12-01,Uruguay,Argentina,1,3,Friendly,Montevideo,Uruguay,False,Argentina,2
337,1912-12-22,Italy,Austria,1,3,Friendly,Genoa,Italy,False,Austria,2
338,1913-01-12,France,Italy,1,0,Friendly,Saint-Ouen,France,False,France,1
339,1913-01-18,Northern Ireland,Wales,0,1,British Championship,Belfast,Ireland,False,Wales,1
340,1913-02-15,Northern Ireland,England,2,1,British Championship,Belfast,Ireland,False,Northern Ireland,1
341,1913-02-16,Belgium,France,3,0,Friendly,Brussels,Belgium,False,Belgium,3
342,1913-03-03,Wales,Scotland,0,0,British Championship,Wrexham,Wales,False,Draw,0
343,1913-03-09,Belgium,Netherlands,3,3,Friendly,Antwerp,Belgium,False,Draw,0
344,1913-03-09,Switzerland,France,1,4,Friendly,Geneva,Switzerland,False,France,3
345,1913-03-15,Northern Ireland,Scotland,1,2,British Championship,Dublin,Ireland,False,Scotland,1
346,1913-03-17,England,Wales,4,3,British Championship,Bristol,England,False,England,1
347,1913-04-05,England,Scotland,1,0,British Championship,London,England,False,England,1
348,1913-04-20,France,Luxembourg,8,0,Friendly,Saint-Ouen,France,False,France,8
349,1913-04-20,Netherlands,Belgium,2,4,Friendly,Zwolle,Netherlands,False,Belgium,2
350,1913-04-27,Austria,Hungary,1,4,Friendly,Vienna,Austria,False,Hungary,3
351,1913-05-01,Italy,Belgium,1,0,Friendly,Turin,Italy,False,Italy,1
352,1913-05-04,Russia,Sweden,1,4,Friendly,Moscow,Russia,False,Sweden,3
353,1913-05-04,Switzerland,Belgium,1,2,Friendly,Basel,Switzerland,False,Belgium,1
354,1913-05-18,Germany,Switzerland,1,2,Friendly,Freiburg,Germany,False,Switzerland,1
355,1913-05-18,Hungary,Sweden,2,0,Friendly,Budapest,Hungary,False,Hungary,2
356,1913-05-25,Denmark,Sweden,8,0,Friendly,Copenhagen,Denmark,False,Denmark,8
357,1913-06-08,Sweden,Norway,9,0,Friendly,Stockholm,Sweden,False,Sweden,9
358,1913-06-15,Argentina,Uruguay,1,1,Friendly,Avellaneda,Argentina,False,Draw,0
359,1913-06-15,Austria,Italy,2,0,Friendly,Vienna,Austria,False,Austria,2
360,1913-07-09,Argentina,Uruguay,2,1,Friendly,Avellaneda,Argentina,False,Argentina,1
361,1913-08-15,Argentina,Uruguay,4,0,Copa Lipton,Avellaneda,Argentina,False,Argentina,4
362,1913-08-31,Argentina,Uruguay,2,0,Copa Premio Honor Argentino,Buenos Aires,Argentina,False,Argentina,2
363,1913-09-14,Russia,Norway,1,1,Friendly,Moscow,Russia,False,Draw,0
364,1913-09-21,Chile,Argentina,0,2,Friendly,Viña del Mar,Chile,False,Argentina,2
365,1913-10-05,Sweden,Denmark,0,10,Friendly,Stockholm,Sweden,False,Denmark,10
366,1913-10-05,Uruguay,Argentina,1,0,Copa Premio Honor Uruguayo,Montevideo,Uruguay,False,Uruguay,1
367,1913-10-26,Germany,Denmark,1,4,Friendly,Hamburg,Germany,False,Denmark,3
368,1913-10-26,Hungary,Austria,4,3,Friendly,Budapest,Hungary,False,Hungary,1
369,1913-10-26,Norway,Sweden,1,1,Friendly,Kristiania,Norway,False,Draw,0
370,1913-10-26,Uruguay,Argentina,1,0,Copa Newton,Montevideo,Uruguay,False,Uruguay,1
371,1913-11-02,Belgium,Switzerland,2,0,Friendly,Verviers,Belgium,False,Belgium,2
372,1913-11-23,Belgium,Germany,6,2,Friendly,Antwerp,Belgium,False,Belgium,4
373,1914-01-11,Italy,Austria,0,0,Friendly,Milan,Italy,False,Draw,0
374,1914-01-19,Wales,Northern Ireland,1,2,British Championship,Wrexham,Wales,False,Northern Ireland,1
375,1914-01-25,France,Belgium,4,3,Friendly,Lille,France,False,France,1
376,1914-02-08,Luxembourg,France,5,4,Friendly,Luxembourg,Luxembourg,False,Luxembourg,1
377,1914-02-14,England,Northern Ireland,0,3,British Championship,Middlesbrough,England,False,Northern Ireland,3
378,1914-02-28,Scotland,Wales,0,0,British Championship,Glasgow,Scotland,False,Draw,0
379,1914-03-08,France,Switzerland,2,2,Friendly,Saint-Ouen,France,False,Draw,0
380,1914-03-14,Northern Ireland,Scotland,1,1,British Championship,Belfast,Ireland,False,Draw,0
381,1914-03-15,Belgium,Netherlands,2,4,Friendly,Antwerp,Belgium,False,Netherlands,2
382,1914-03-16,Wales,England,0,2,British Championship,Cardiff,Wales,False,England,2
383,1914-03-29,Italy,France,2,0,Friendly,Turin,Italy,False,Italy,2
384,1914-04-05,Italy,Switzerland,1,1,Friendly,Genoa,Italy,False,Draw,0
385,1914-04-05,Netherlands,Germany,4,4,Friendly,Amsterdam,Netherlands,False,Draw,0
386,1914-04-26,Netherlands,Belgium,4,2,Friendly,Amsterdam,Netherlands,False,Netherlands,2
387,1914-05-03,Austria,Hungary,2,0,Friendly,Vienna,Austria,False,Austria,2
388,1914-05-17,Denmark,Netherlands,4,3,Friendly,Copenhagen,Denmark,False,Denmark,1
389,1914-05-17,Switzerland,Italy,0,1,Friendly,Berne,Switzerland,False,Italy,1
390,1914-05-24,Sweden,Finland,4,3,Friendly,Solna,Sweden,False,Sweden,1
391,1914-05-31,Hungary,France,5,1,Friendly,Budapest,Hungary,False,Hungary,4
392,1914-06-21,Sweden,Hungary,1,1,Friendly,Solna,Sweden,False,Draw,0
393,1914-06-28,Norway,Sweden,0,1,Friendly,Kristiania,Norway,False,Sweden,1
394,1914-07-05,Sweden,Russia,2,2,Friendly,Solna,Sweden,False,Draw,0
395,1914-07-12,Norway,Russia,1,1,Friendly,Kristiania,Norway,False,Draw,0
396,1914-08-30,Uruguay,Argentina,3,2,Copa Premio Honor Uruguayo,Montevideo,Uruguay,False,Uruguay,1
397,1914-09-13,Argentina,Uruguay,2,1,Copa Premio Honor Argentino,Buenos Aires,Argentina,False,Argentina,1
398,1914-09-20,Argentina,Brazil,3,0,Friendly,Buenos Aires,Argentina,False,Argentina,3
399,1914-09-27,Argentina,Brazil,0,1,Copa Roca,Buenos Aires,Argentina,False,Brazil,1
400,1914-10-04,Hungary,Austria,2,2,Friendly,Budapest,Hungary,False,Draw,0
401,1914-10-25,Sweden,Norway,7,0,Friendly,Solna,Sweden,False,Sweden,7
402,1914-11-08,Austria,Hungary,1,2,Friendly,Vienna,Austria,False,Hungary,1
403,1915-01-31,Italy,Switzerland,3,1,Friendly,Turin,Italy,False,Italy,2
404,1915-05-02,Hungary,Austria,2,5,Friendly,Budapest,Hungary,False,Austria,3
405,1915-05-30,Austria,Hungary,1,2,Friendly,Vienna,Austria,False,Hungary,1
406,1915-06-06,Denmark,Sweden,2,0,Friendly,Copenhagen,Denmark,False,Denmark,2
407,1915-06-27,Norway,Sweden,1,1,Friendly,Kristiania,Norway,False,Draw,0
408,1915-07-18,Uruguay,Argentina,2,3,Copa Premio Honor Uruguayo,Montevideo,Uruguay,False,Argentina,1
409,1915-08-15,Argentina,Uruguay,2,1,Copa Lipton,Buenos Aires,Argentina,False,Argentina,1
410,1915-09-12,Uruguay,Argentina,2,0,Copa Newton,Montevideo,Uruguay,False,Uruguay,2
411,1915-09-19,Denmark,Norway,8,1,Friendly,Copenhagen,Denmark,False,Denmark,7
412,1915-10-03,Austria,Hungary,4,2,Friendly,Vienna,Austria,False,Austria,2
413,1915-10-24,Sweden,Norway,5,2,Friendly,Stockholm,Sweden,False,Sweden,3
414,1915-10-31,Sweden,Denmark,0,2,Friendly,Stockholm,Sweden,False,Denmark,2
415,1915-11-07,Hungary,Austria,6,2,Friendly,Budapest,Hungary,False,Hungary,4
416,1916-05-07,Austria,Hungary,3,1,Friendly,Vienna,Austria,False,Austria,2
417,1916-06-04,Denmark,Sweden,2,0,Friendly,Copenhagen,Denmark,False,Denmark,2
418,1916-06-04,Hungary,Austria,2,1,Friendly,Budapest,Hungary,False,Hungary,1
419,1916-06-25,Norway,Denmark,0,2,Friendly,Kristiania,Norway,False,Denmark,2
420,1916-07-02,Chile,Uruguay,0,4,Copa América,Buenos Aires,Argentina,True,Uruguay,4
421,1916-07-02,Sweden,Norway,6,0,Friendly,Stockholm,Sweden,False,Sweden,6
422,1916-07-06,Argentina,Chile,6,1,Copa América,Buenos Aires,Argentina,False,Argentina,5
423,1916-07-08,Brazil,Chile,1,1,Copa América,Buenos Aires,Argentina,True,Draw,0
424,1916-07-10,Argentina,Brazil,1,1,Copa América,Buenos Aires,Argentina,False,Draw,0
425,1916-07-12,Argentina,Chile,1,0,Friendly,Buenos Aires,Argentina,False,Argentina,1
426,1916-07-12,Brazil,Uruguay,1,2,Copa América,Buenos Aires,Argentina,True,Uruguay,1
427,1916-07-14,Uruguay,Chile,4,1,Friendly,Montevideo,Uruguay,False,Uruguay,3
428,1916-07-17,Argentina,Uruguay,0,0,Copa América,Avellaneda,Argentina,False,Draw,0
429,1916-07-18,Uruguay,Brazil,0,1,Friendly,Montevideo,Uruguay,False,Brazil,1
430,1916-08-15,Argentina,Uruguay,3,1,Copa Newton,Avellaneda,Argentina,False,Argentina,2
431,1916-08-15,Uruguay,Argentina,1,2,Copa Lipton,Montevideo,Uruguay,False,Argentina,1
432,1916-08-20,Sweden,USA,2,3,Friendly,Stockholm,Sweden,False,USA,1
433,1916-09-03,Norway,USA,1,1,Friendly,Kristiania,Norway,False,Draw,0
434,1916-10-01,Argentina,Uruguay,7,2,Friendly,Avellaneda,Argentina,False,Argentina,5
435,1916-10-01,Hungary,Austria,2,3,Friendly,Budapest,Hungary,False,Austria,1
436,1916-10-01,Norway,Sweden,0,0,Friendly,Kristiania,Norway,False,Draw,0
437,1916-10-01,Uruguay,Argentina,0,1,Copa Premio Honor Uruguayo,Montevideo,Uruguay,False,Argentina,1
438,1916-10-08,Sweden,Denmark,4,0,Friendly,Stockholm,Sweden,False,Sweden,4
439,1916-10-15,Denmark,Norway,8,0,Friendly,Copenhagen,Denmark,False,Denmark,8
440,1916-10-29,Uruguay,Argentina,3,1,Friendly,Montevideo,Uruguay,False,Uruguay,2
441,1916-11-05,Austria,Hungary,3,3,Friendly,Vienna,Austria,False,Draw,0
442,1917-05-06,Austria,Hungary,1,1,Friendly,Vienna,Austria,False,Draw,0
443,1917-05-07,Japan,Philippines,2,15,Friendly,Tokyo,Japan,False,Philippines,13
444,1917-06-03,Denmark,Sweden,1,1,Friendly,Copenhagen,Denmark,False,Draw,0
445,1917-06-03,Hungary,Austria,6,2,Friendly,Budapest,Hungary,False,Hungary,4
446,1917-06-17,Norway,Denmark,1,2,Friendly,Kristiania,Norway,False,Denmark,1
447,1917-07-15,Austria,Hungary,1,4,Friendly,Vienna,Austria,False,Hungary,3
448,1917-07-18,Uruguay,Argentina,0,2,Copa Premio Honor Uruguayo,Montevideo,Uruguay,False,Argentina,2
449,1917-08-15,Argentina,Uruguay,1,0,Copa Lipton,Avellaneda,Argentina,False,Argentina,1
450,1917-08-19,Sweden,Norway,3,3,Friendly,Helsingborg,Sweden,False,Draw,0
451,1917-09-02,Uruguay,Argentina,1,0,Copa Newton,Montevideo,Uruguay,False,Uruguay,1
452,1917-09-16,Norway,Sweden,0,2,Friendly,Kristiania,Norway,False,Sweden,2
453,1917-09-30,Uruguay,Chile,4,0,Copa América,Montevideo,Uruguay,False,Uruguay,4
454,1917-10-03,Argentina,Brazil,4,2,Copa América,Montevideo,Uruguay,True,Argentina,2
455,1917-10-06,Argentina,Chile,1,0,Copa América,Montevideo,Uruguay,True,Argentina,1
456,1917-10-07,Denmark,Norway,12,0,Friendly,Copenhagen,Denmark,False,Denmark,12
457,1917-10-07,Hungary,Austria,2,1,Friendly,Budapest,Hungary,False,Hungary,1
458,1917-10-07,Uruguay,Brazil,4,0,Copa América,Montevideo,Uruguay,False,Uruguay,4
459,1917-10-12,Brazil,Chile,5,0,Copa América,Montevideo,Uruguay,True,Brazil,5
460,1917-10-14,Sweden,Denmark,1,2,Friendly,Stockholm,Sweden,False,Denmark,1
461,1917-10-14,Uruguay,Argentina,1,0,Copa América,Montevideo,Uruguay,False,Uruguay,1
462,1917-10-16,Uruguay,Brazil,3,1,Friendly,Montevideo,Uruguay,False,Uruguay,2
463,1917-11-04,Austria,Hungary,1,2,Friendly,Vienna,Austria,False,Hungary,1
464,1917-12-23,Switzerland,Austria,0,1,Friendly,Basel,Switzerland,False,Austria,1
465,1917-12-26,Switzerland,Austria,3,2,Friendly,Zürich,Switzerland,False,Switzerland,1
466,1918-04-14,Hungary,Austria,2,0,Friendly,Budapest,Hungary,False,Hungary,2
467,1918-05-09,Austria,Switzerland,5,1,Friendly,Vienna,Austria,False,Austria,4
468,1918-05-12,Hungary,Switzerland,2,1,Friendly,Budapest,Hungary,False,Hungary,1
469,1918-05-26,Sweden,Norway,2,0,Friendly,Stockholm,Sweden,False,Sweden,2
470,1918-06-02,Austria,Hungary,0,2,Friendly,Vienna,Austria,False,Hungary,2
471,1918-06-02,Denmark,Sweden,3,0,Friendly,Copenhagen,Denmark,False,Denmark,3
472,1918-06-16,Norway,Denmark,3,1,Friendly,Kristiania,Norway,False,Norway,2
473,1918-07-18,Uruguay,Argentina,1,1,Copa Premio Honor Uruguayo,Montevideo,Uruguay,False,Draw,0
474,1918-07-28,Uruguay,Argentina,3,1,Copa Premio Honor Uruguayo,Montevideo,Uruguay,False,Uruguay,2
475,1918-08-15,Argentina,Uruguay,0,0,Copa Premio Honor Argentino,Buenos Aires,Argentina,False,Draw,0
476,1918-08-25,Argentina,Uruguay,2,1,Copa Premio Honor Argentino,Buenos Aires,Argentina,False,Argentina,1
477,1918-09-15,Norway,Sweden,2,1,Friendly,Kristiania,Norway,False,Norway,1
478,1918-09-20,Uruguay,Argentina,1,1,Copa Lipton,Montevideo,Uruguay,False,Draw,0
479,1918-09-29,Argentina,Uruguay,2,0,Copa Newton,Buenos Aires,Argentina,False,Argentina,2
480,1918-10-06,Austria,Hungary,0,3,Friendly,Vienna,Austria,False,Hungary,3
481,1918-10-06,Denmark,Norway,4,0,Friendly,Copenhagen,Denmark,False,Denmark,4
482,1918-10-20,Sweden,Denmark,1,2,Friendly,Gothenburg,Sweden,False,Denmark,1
483,1919-03-09,Belgium,France,2,2,Friendly,Brussels,Belgium,False,Draw,0
484,1919-04-06,Hungary,Austria,2,1,Friendly,Budapest,Hungary,False,Hungary,1
485,1919-05-11,Brazil,Chile,6,0,Copa América,Rio de Janeiro,Brazil,False,Brazil,6
486,1919-05-11,Paraguay,Argentina,1,5,Friendly,Asunción,Paraguay,False,Argentina,4
487,1919-05-13,Argentina,Uruguay,2,3,Copa América,Rio de Janeiro,Brazil,True,Uruguay,1
488,1919-05-15,Paraguay,Argentina,0,3,Friendly,Asunción,Paraguay,False,Argentina,3
489,1919-05-17,Chile,Uruguay,0,2,Copa América,Rio de Janeiro,Brazil,True,Uruguay,2
490,1919-05-18,Brazil,Argentina,3,1,Copa América,Rio de Janeiro,Brazil,False,Brazil,2
491,1919-05-21,Paraguay,Argentina,1,2,Friendly,Asunción,Paraguay,False,Argentina,1
492,1919-05-22,Argentina,Chile,4,1,Copa América,Rio de Janeiro,Brazil,True,Argentina,3
493,1919-05-24,Paraguay,Argentina,1,2,Friendly,Asunción,Paraguay,False,Argentina,1
494,1919-05-26,Brazil,Uruguay,2,2,Copa América,Rio de Janeiro,Brazil,False,Draw,0
495,1919-05-29,Brazil,Uruguay,1,0,Copa América,Rio de Janeiro,Brazil,False,Brazil,1
496,1919-05-29,Sweden,Finland,1,0,Friendly,Stockholm,Sweden,False,Sweden,1
497,1919-06-01,Brazil,Argentina,3,3,Friendly,Rio de Janeiro,Brazil,False,Draw,0
498,1919-06-05,Denmark,Sweden,3,0,Friendly,Copenhagen,Denmark,False,Denmark,3
499,1919-06-09,Netherlands,Sweden,3,1,Friendly,Amsterdam,Netherlands,False,Netherlands,2
500,1919-06-12,Denmark,Norway,5,1,Friendly,Copenhagen,Denmark,False,Denmark,4
501,1919-06-29,Norway,Sweden,4,3,Friendly,Kristiania,Norway,False,Norway,1
502,1919-07-18,Uruguay,Argentina,4,1,Copa Premio Honor Uruguayo,Montevideo,Uruguay,False,Uruguay,3
503,1919-08-24,Sweden,Netherlands,4,1,Friendly,Stockholm,Sweden,False,Sweden,3
504,1919-08-24,Uruguay,Argentina,2,1,Copa Newton,Montevideo,Uruguay,False,Uruguay,1
505,1919-08-31,Norway,Netherlands,1,1,Friendly,Oslo,Norway,False,Draw,0
506,1919-09-07,Argentina,Uruguay,1,2,Copa Lipton,Buenos Aires,Argentina,False,Uruguay,1
507,1919-09-14,Sweden,Norway,1,5,Friendly,Gothenburg,Sweden,False,Norway,4
508,1919-09-21,Norway,Denmark,3,2,Friendly,Kristiania,Norway,False,Norway,1
509,1919-09-28,Finland,Sweden,3,3,Friendly,Helsinki,Finland,False,Draw,0
510,1919-10-05,Austria,Hungary,2,0,Friendly,Vienna,Austria,False,Austria,2
511,1919-10-12,Sweden,Denmark,3,0,Friendly,Stockholm,Sweden,False,Sweden,3
512,1919-10-19,Argentina,Uruguay,6,1,Copa Premio Honor Argentino,Buenos Aires,Argentina,False,Argentina,5
513,1919-10-25,Northern Ireland,England,1,1,British Championship,Belfast,Ireland,False,Draw,0
514,1919-11-09,Hungary,Austria,3,2,Friendly,Budapest,Hungary,False,Hungary,1
515,1919-12-07,Uruguay,Argentina,4,2,Friendly,Montevideo,Uruguay,False,Uruguay,2
516,1920-01-18,Italy,France,9,4,Friendly,Milan,Italy,False,Italy,5
517,1920-02-14,Northern Ireland,Wales,2,2,British Championship,Belfast,Ireland,False,Draw,0
518,1920-02-26,Wales,Scotland,1,1,British Championship,Cardiff,Wales,False,Draw,0
519,1920-02-29,Switzerland,France,0,2,Friendly,Geneva,Switzerland,False,France,2
520,1920-03-13,Scotland,Northern Ireland,3,0,British Championship,Glasgow,Scotland,False,Scotland,3
521,1920-03-15,England,Wales,1,2,British Championship,London,England,False,Wales,1
522,1920-03-28,France,Belgium,2,1,Friendly,Paris,France,False,France,1
523,1920-03-28,Switzerland,Italy,3,0,Friendly,Berne,Switzerland,False,Switzerland,3
524,1920-04-05,Netherlands,Denmark,2,0,Friendly,Amsterdam,Netherlands,False,Netherlands,2
525,1920-04-10,England,Scotland,5,4,British Championship,Sheffield,England,False,England,1
526,1920-05-02,Austria,Hungary,2,2,Friendly,Vienna,Austria,False,Draw,0
527,1920-05-13,Italy,Netherlands,1,1,Friendly,Genoa,Italy,False,Draw,0
528,1920-05-16,Switzerland,Netherlands,2,1,Friendly,Basel,Switzerland,False,Switzerland,1
529,1920-05-30,Sweden,Finland,4,0,Friendly,Stockholm,Sweden,False,Sweden,4
530,1920-06-06,Sweden,Switzerland,0,1,Friendly,Stockholm,Sweden,False,Switzerland,1
531,1920-06-13,Norway,Denmark,1,1,Friendly,Kristiania,Norway,False,Draw,0
532,1920-06-27,Norway,Sweden,0,3,Friendly,Kristiania,Norway,False,Sweden,3
